"Diversions originally bound for KABI, KACT, KAUS, KCLL, KDAL, KDFW, KEFD, KELP, KGGG, KGRK, KHOU, KIAH, KLAW, KLBB, KLIT, KOKC, KSAT, KSHV, KSPS, KTUL, KTXK, KTYR"

Wed Oct 30 04:16:01 EDT 2019

orldc-dev-fused02:
flightid,status,diversion_time,orig_dest,asdi_dest,origin,on_time,off_time,rowtime
DAL2505,2,2019-10-29 14:15:58-04,KIAH,KSAT,KSLC,2019-10-29 14:40:27-04,2019-10-29 16:16:58-04,2019-10-29 16:17:00-04
ASH5824,2,2019-10-29 14:39:05-04,KIAH,KSAT,KPHX,2019-10-29 14:44:46-04,2019-10-29 16:10:48-04,2019-10-29 16:10:50-04
UAL2359,2,2019-10-29 14:59:33-04,KIAH,KSAT,KSAT,2019-10-29 14:47:27-04,2019-10-29 16:41:36-04,2019-10-29 16:41:43-04
UAL2359,2,2019-10-29 14:59:33-04,KIAH,KSAT,KSAT,2019-10-29 14:47:27-04,2019-10-29 16:41:36-04,2019-10-29 16:41:43-04
ASH6097,2,2019-10-29 14:21:12-04,KIAH,KSHV,KDTW,2019-10-29 14:47:53-04,2019-10-29 16:32:54-04,2019-10-29 16:33:21-04
AAL2376,1,2019-10-29 14:23:23-04,KIAH,KHOU,KDFW,2019-10-29 14:50:15-04,,2019-10-29 15:02:45-04
ASH6186,2,2019-10-29 14:15:33-04,KIAH,KSHV,KJAX,2019-10-29 14:51:07-04,2019-10-29 18:11:37-04,2019-10-29 18:11:49-04
ASQ4046,2,2019-10-29 14:18:17-04,KIAH,KCRP,KCRP,2019-10-29 14:52:11-04,2019-10-29 16:03:17-04,2019-10-29 16:03:28-04
ASQ4337,1,2019-10-29 14:24:34-04,KIAH,KHOU,KSTL,2019-10-29 14:55:31-04,,2019-10-29 15:07:54-04
ASQ4126,2,2019-10-29 14:04:35-04,KIAH,KAEX,KHRL,2019-10-29 14:55:59-04,2019-10-29 15:46:01-04,2019-10-29 15:46:14-04
ASH6153,1,2019-10-29 14:09:02-04,KIAH,KSHV,KTPA,2019-10-29 14:56:01-04,,2019-10-29 15:09:40-04
SKW5502,2,2019-10-29 14:09:42-04,KIAH,KBTR,KPNS,2019-10-29 14:57:50-04,2019-10-29 16:19:49-04,2019-10-29 16:20:14-04
RPA3660,2,2019-10-29 14:54:56-04,KIAH,KLFT,KCLE,2019-10-29 14:58:56-04,2019-10-29 15:57:29-04,2019-10-29 15:57:42-04
SKW5379,1,2019-10-29 14:47:18-04,KIAH,KHOU,KBHM,2019-10-29 15:01:02-04,,2019-10-29 15:28:09-04
RPA3474,2,2019-10-29 14:19:16-04,KIAH,KCLL,KRDU,2019-10-29 15:01:48-04,2019-10-29 15:44:45-04,2019-10-29 15:45:27-04
UAL2084,1,2019-10-29 14:42:50-04,KIAH,KSAT,CYEG,2019-10-29 15:02:37-04,,2019-10-29 15:22:35-04
UAL1788,2,2019-10-29 14:09:47-04,KIAH,KMSY,KMCO,2019-10-29 15:04:19-04,2019-10-29 16:37:28-04,2019-10-29 16:37:38-04
RPA3707,2,2019-10-29 14:40:57-04,KIAH,KLFT,KXNA,2019-10-29 15:04:23-04,2019-10-29 21:47:21-04,2019-10-29 21:47:31-04
UAL2116,1,2019-10-29 14:22:51-04,KIAH,KHOU,KHOU,2019-10-29 15:04:30-04,,2019-10-29 15:22:41-04
UAL663,1,2019-10-29 14:18:45-04,KIAH,KMSY,KEWR,2019-10-29 15:09:59-04,,2019-10-29 15:22:35-04
DAL2152,1,2019-10-29 14:10:32-04,KIAH,KDFW,KATL,2019-10-29 15:14:43-04,,2019-10-29 15:36:21-04
ASH6351,2,2019-10-29 17:20:49-04,KIAH,KBTR,KSTL,2019-10-29 18:17:23-04,2019-10-29 19:09:30-04,2019-10-29 19:09:59-04
UAL514,2,2019-10-29 14:37:37-04,KIAH,KMSY,KFLL,,,2019-10-29 15:01:15-04
SKW1357,2,2019-10-29 09:31:41-04,KICT,KOKC,KLBB,2019-10-29 10:03:06-04,2019-10-29 13:16:46-04,2019-10-29 13:16:57-04
JBU795,1,2019-10-29 15:24:58-04,KJFK,KAUS,KJFK,2019-10-29 15:30:28-04,,2019-10-29 16:21:45-04
BVN7844,1,2019-10-29 21:11:56-04,KLBB,KABI,KABI,2019-10-29 21:29:50-04,,2019-10-29 21:42:23-04
BVN7756,1,2019-10-29 21:20:55-04,KLBB,KROW,KROW,2019-10-29 22:10:59-04,,2019-10-29 22:23:11-04
BVN7793,1,2019-10-29 22:04:37-04,KLBB,KABI,KABI,2019-10-29 22:14:42-04,,2019-10-29 22:29:22-04
MDS654,2,2019-10-29 01:43:47-04,KLRD,KSHV,KYIP,2019-10-29 02:03:54-04,2019-10-29 02:55:33-04,2019-10-29 02:55:50-04
ASH5949,1,2019-10-30 02:38:04-04,KMAF,KDFW,KDFW,2019-10-30 02:51:48-04,,2019-10-30 03:03:52-04
FDX1334,1,2019-10-29 23:25:29-04,KMEM,KDFW,KABQ,2019-10-29 23:34:20-04,,2019-10-30 00:33:17-04
KII725,2,2019-10-29 08:27:24-04,KONT,KOKC,KSDF,2019-10-29 10:16:49-04,2019-10-29 11:11:39-04,2019-10-29 11:12:05-04
ASH5824,1,2019-10-29 16:31:11-04,KPHX,KIAH,KIAH,2019-10-29 16:49:14-04,,2019-10-29 17:04:04-04
EJA237,1,2019-10-29 22:42:40-04,KSFO,KAUS,KMDW,2019-10-29 22:48:59-04,,2019-10-29 23:05:24-04
JUS192,1,2019-10-29 17:21:30-04,KSHV,KYIP,KGRR,2019-10-29 17:55:06-04,,2019-10-29 18:09:03-04
JUS195,1,2019-10-29 23:25:23-04,KSHV,KYIP,KYIP,2019-10-30 00:30:40-04,,2019-10-30 00:44:15-04
MRA655,1,2019-10-29 10:17:53-04,KTYR,KGGG,KDFW,2019-10-29 10:53:50-04,,2019-10-29 11:07:24-04
UAL1547,1,2019-10-28 21:51:05-04,MMMX,KIAH,KIAH,2019-10-28 23:56:55-04,,2019-10-29 00:18:01-04
(65 rows)

Differences between servers

orldc-dev-fused02:
,   orldc-prod-fused04:
,,<  AMF1746
,,<  ASH5824
,,>  ASH6016
,,>  ASH6280
,,>  BAW26E
,,<  CTL19
,,<  DKT4560
,,>  ENY523G
,,<  EVA669
,,<  GTX111
,,<  JBU795
,,>  LXJ377
,,<  MRA660
,,<  SWA2388
,,>  UAL1031
,,>  UAL21
,,<  UPS1339
,,<  UPS733
,,<  UPS9746
,,<  WAL108
,   orldc-prod-fused06:
,,<  AAL491
,,<  AMF1746
,,<  CTL19
,,<  DKT4560
,,<  EVA669
,,<  GTX111
,,<  MRA660
,,<  SWA2388
,,<  UPS1339
,,<  UPS733
,,<  UPS9746
,,<  WAL108

orldc-prod-fused04:
,   orldc-dev-fused02:
,,>  AMF1746
,,>  ASH5824
,,<  ASH6016
,,<  ASH6280
,,<  BAW26E
,,>  CTL19
,,>  DKT4560
,,<  ENY523G
,,>  EVA669
,,>  GTX111
,,>  JBU795
,,<  LXJ377
,,>  MRA660
,,<  UAL1031
,,>  SWA2388
,,<  UAL21
,,>  UPS1339
,,>  UPS733
,,>  UPS9746
,,>  WAL108
,   orldc-prod-fused06:
,,<  AAL491
,,>  ASH5824
,,<  ASH6016
,,<  ASH6280
,,<  BAW26E
,,<  ENY523G
,,>  JBU795
,,<  LXJ377
,,<  UAL1031
,,<  UAL21

orldc-prod-fused06:
,   orldc-dev-fused02:
,,>  AAL491
,,>  AMF1746
,,>  CTL19
,,>  DKT4560
,,>  EVA669
,,>  GTX111
,,>  MRA660
,,>  SWA2388
,,>  UPS1339
,,>  UPS733
,,>  UPS9746
,,>  WAL108
,   orldc-prod-fused04:
,,<  ASH5824
,,>  AAL491
,,>  ASH6016
,,>  ASH6280
,,>  BAW26E
,,>  ENY523G
,,<  JBU795
,,>  LXJ377
,,>  UAL1031
,,>  UAL21


Common diversions,Flightid
,AAL1449
,AAL1522
,AAL2376
,AAL2627
,AAL2859
,ASH5824
,ASH5949
,ASH6094
,ASH6097
,ASH6153
,ASH6186
,ASH6351
,ASQ3998
,ASQ4046
,ASQ4077
,ASQ4109
,ASQ4126
,ASQ4132
,ASQ4217
,ASQ4337
,ASQ4392
,BTQ496
,BVN7756
,BVN7793
,BVN7844
,CPZ6060
,DAL2152
,DAL2505
,EJA237
,EJA686
,ENY3516
,ENY9804
,FDX1334
,FDX712
,JBU795
,JKA54
,JUS192
,JUS195
,KII725
,MDS654
,MRA655
,OUA8
,PRY4
,RPA3474
,RPA3660
,RPA3707
,SCM82
,SKW1357
,SKW5379
,SKW5502
,UAL1547
,UAL1788
,UAL2057
,UAL2084
,UAL2116
,UAL2359
,UAL443
,UAL514
,UAL540
,UAL663
,UPS712

Uncommon diversions,Flightid
,AAL491
,AMF1746
,ASH6016
,ASH6280
,BAW26E
,CTL19
,DKT4560
,ENY523G
,EVA669
,GTX111
,LXJ377
,MRA660
,SWA2388
,UAL1031
,UAL21
,UPS1339
,UPS733
,UPS9746
,WAL108

Wed Oct 30 04:16:03 EDT 2019
